MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmpOverall
159,4,45,6,2,38,216,178,6,5,1,4,8,0,0,0,0,0,0
7,1,6,3,1,11,18,7,1,1,1,2,4,1,0,0,0,0,1
977,12,253,16,12,101,1270,1169,4,4,3,12,8,0,1,0,0,0,1
38,4,22,3,3,3,70,67,3,3,0,3,8,0,0,0,0,0,0
57,0,27,0,0,36,84,48,4,3,2,2,8,0,0,0,0,0,0
3,9,15,13,2,39,42,3,1,1,1,2,9,1,0,0,0,0,1
10,4,14,4,4,1,36,35,1,1,0,3,8,0,0,0,0,0,0
1043,24,97,32,24,157,1220,1063,2,3,5,10,6,0,0,0,0,0,0
3,9,13,2,12,12,39,27,1,1,0,3,7,0,0,0,0,0,0
11,0,5,0,0,1,16,15,1,1,0,2,8,0,0,0,0,0,0
3,6,5,0,2,6,16,10,1,0,0,3,7,0,0,0,0,0,0
43,12,96,78,40,55,269,214,3,4,1,6,7,0,0,0,0,0,0
73,3,90,12,1,32,179,147,7,4,1,4,8,0,0,0,0,0,0
12,0,1,0,0,6,13,7,1,0,1,2,3,0,0,0,0,0,0
4,7,7,6,4,13,28,15,3,1,2,2,5,0,0,0,0,0,0
314,11,53,4,3,107,385,278,3,7,3,4,7,0,1,0,0,0,1
571,50,142,33,50,159,846,687,4,4,5,13,2,0,0,0,0,0,0
70,0,11,2,8,23,91,68,1,2,1,3,6,0,0,0,0,0,0
866,21,151,28,21,86,1087,1001,3,2,2,12,5,0,0,0,0,0,0
594,134,786,33,134,57,1681,1624,0,5,6,8,1,0,0,1,0,0,1
140,4,61,0,13,4,218,214,2,3,1,6,4,0,0,0,0,0,0
375,152,335,93,91,81,1046,965,1,5,4,6,2,0,0,0,0,0,0
102,9,63,2,9,24,185,161,1,4,1,4,6,0,0,0,0,0,0
554,35,113,0,7,78,709,631,3,5,3,12,3,0,0,0,0,0,0
919,0,505,99,30,45,1553,1508,1,4,9,10,2,0,0,0,0,0,0
96,1,42,12,3,32,154,122,4,3,1,4,8,0,0,0,0,0,0
5,2,16,3,2,19,28,9,2,1,1,2,8,0,0,0,0,0,0
2,0,6,8,6,5,22,17,1,1,0,3,7,0,0,0,0,0,0
6,4,9,6,36,35,61,26,4,2,2,3,7,0,0,0,0,0,0
23,1,25,0,8,7,57,50,4,2,1,3,6,0,0,0,0,0,0
610,105,125,137,42,21,1019,998,1,9,4,9,5,0,0,0,0,0,0
67,5,61,3,8,19,144,125,5,2,1,5,5,0,0,0,0,0,0
65,36,74,38,20,110,233,123,1,5,1,4,7,0,0,0,0,0,0
416,0,26,0,0,4,442,438,9,6,3,6,7,0,1,0,0,0,1
23,0,11,3,2,2,39,37,1,1,0,3,6,0,0,0,0,0,0
19,3,26,10,9,3,67,64,3,2,0,4,8,0,0,0,0,0,0
155,7,80,13,7,10,262,252,3,5,1,5,6,0,0,0,0,0,0
14,0,24,3,3,2,44,42,1,3,0,2,9,0,0,0,0,0,0
370,9,92,6,9,4,486,482,3,7,1,8,7,0,0,0,0,0,0
4,22,11,3,7,32,47,15,2,3,0,3,8,0,0,0,0,0,0
407,53,221,58,150,26,889,863,4,4,3,6,4,0,0,0,0,0,0
1200,0,204,38,29,14,1471,1457,3,11,9,12,6,0,0,0,1,0,1
85,44,54,102,78,6,363,357,3,5,1,7,7,0,0,0,0,0,0
583,34,309,0,22,125,948,823,2,5,4,8,3,0,0,0,0,0,0
483,0,591,156,0,12,1230,1218,1,3,5,10,1,0,0,0,0,0,0
2,5,9,28,6,28,50,22,3,2,1,3,5,1,0,0,0,0,1
966,26,282,52,26,26,1352,1326,1,2,7,11,5,0,1,1,1,1,4
822,114,108,179,137,114,1360,1246,1,7,9,9,3,0,0,1,1,0,2
604,0,100,19,0,28,723,695,9,10,2,8,8,0,0,0,0,0,0
19,3,19,3,1,3,45,42,2,2,0,3,7,0,0,0,0,0,0
5,3,11,12,5,9,36,27,1,2,0,3,6,0,0,0,0,0,0
2,2,2,2,1,1,9,8,1,1,0,2,8,0,0,0,0,0,0
1076,68,103,29,91,68,1367,1299,1,3,4,8,1,0,1,1,0,0,2
1285,42,716,55,0,21,2098,2077,0,7,10,5,2,0,0,1,0,0,1
10,0,7,2,0,1,19,18,1,1,0,2,8,0,0,0,0,0,0
551,137,792,179,103,33,1762,1729,1,6,7,13,1,0,1,1,1,0,3
800,0,297,0,34,57,1131,1074,2,2,5,10,6,0,1,0,1,0,2
2,2,11,10,6,12,31,19,2,1,0,4,5,0,0,0,0,0,0
378,0,189,97,172,172,836,664,2,5,5,12,3,0,0,0,0,0,0
1248,16,349,43,16,16,1672,1656,1,2,4,9,4,0,1,1,1,1,4
235,0,235,19,4,191,493,302,5,8,1,7,8,0,0,0,0,0,0
515,47,181,149,95,95,987,892,15,9,6,9,7,0,0,0,0,0,0
438,66,400,12,38,114,954,840,1,8,3,13,4,0,0,0,0,0,0
25,0,22,2,3,5,52,47,2,1,0,4,5,0,0,0,0,0,0
31,0,7,2,0,6,40,34,1,1,0,3,5,0,0,0,0,0,0
357,35,271,28,28,14,719,705,3,6,2,12,5,0,0,0,0,0,0
400,4,35,6,0,22,445,423,2,9,1,5,8,0,0,0,0,0,0
99,0,15,2,1,5,117,112,3,2,1,4,7,0,0,0,0,0,0
1,11,5,4,6,9,27,18,2,2,0,3,8,0,0,0,0,0,0
5,4,13,8,0,4,30,26,1,1,0,3,8,0,0,0,0,0,0
77,28,31,16,0,4,152,148,2,2,1,5,4,0,0,0,0,0,0
3,1,2,4,3,1,13,12,1,0,0,3,5,0,0,0,0,0,0
10,4,14,4,4,1,36,35,1,1,0,3,8,0,0,0,0,0,0
0,6,3,7,6,12,22,10,1,1,0,3,8,0,0,0,0,0,0
0,0,1,2,12,5,15,10,1,1,0,2,8,0,0,0,0,0,0
76,14,74,13,5,10,182,172,2,5,0,4,8,0,0,0,0,0,0
398,190,537,61,156,37,1342,1305,1,4,5,7,1,1,0,0,1,0,2
14,7,11,11,0,5,43,38,2,2,0,3,8,0,0,0,0,0,0
208,7,82,30,66,35,393,358,2,3,2,9,3,0,0,0,0,0,0
430,16,322,43,24,33,835,802,5,4,7,11,3,0,0,0,0,0,0
656,38,161,62,47,37,964,927,3,8,9,7,7,0,0,0,0,0,0
14,2,30,8,2,3,56,53,1,2,0,4,5,0,0,0,0,0,0
141,70,106,72,19,23,408,385,2,4,2,8,3,0,0,0,0,0,0
507,19,364,25,47,9,962,953,3,9,5,10,7,0,0,0,0,0,0
164,24,103,12,3,42,306,264,7,5,1,6,8,0,0,0,0,0,0
606,24,974,197,194,64,1995,1931,1,7,7,9,4,0,1,0,1,0,2
116,11,72,3,17,46,219,173,4,4,1,5,6,1,0,0,0,0,1
143,15,60,24,23,5,265,260,2,2,1,8,2,0,0,0,0,0,0
398,96,447,220,96,32,1257,1225,1,5,7,6,3,0,0,0,0,0,0
522,0,257,32,16,66,827,761,4,2,2,8,7,0,0,0,1,0,1
161,0,253,199,191,122,804,682,1,3,7,11,1,0,0,0,0,0,0
112,0,6,2,1,14,121,107,2,3,1,3,6,0,0,0,0,0,0
483,84,398,205,84,241,1254,1013,1,3,7,8,1,1,0,0,0,0,1
7,5,39,17,15,37,83,46,2,4,0,3,7,0,0,0,0,0,0
789,25,420,16,38,0,1288,1288,1,2,8,9,1,0,0,0,0,0,0
1239,17,413,23,34,17,1726,1709,1,5,6,5,2,0,1,1,0,0,2
4,1,5,2,0,3,12,9,1,1,0,2,8,0,0,0,0,0,0
335,42,127,28,5,5,537,532,3,7,2,8,6,0,0,0,0,0,0
639,8,166,11,8,58,832,774,3,7,3,12,7,0,0,0,0,0,0
563,76,384,84,192,89,1299,1210,4,6,10,13,4,0,0,0,0,0,0
2,0,8,2,2,3,14,11,1,1,0,2,8,0,0,0,0,0,0
746,8,125,11,8,8,898,890,7,8,6,9,6,0,1,0,0,0,1
22,1,13,4,0,4,40,36,2,1,0,3,7,0,0,0,0,0,0
4,1,6,4,1,9,16,7,1,1,1,2,5,0,0,0,0,0,0
478,0,193,110,75,117,856,739,4,8,3,11,5,0,0,0,0,0,0
20,3,4,2,0,2,29,27,2,1,0,3,3,0,0,0,0,0,0
451,0,39,0,4,24,494,470,1,7,1,8,5,0,0,0,0,0,0
371,22,39,6,0,92,438,346,4,6,2,7,5,0,0,0,0,0,0
281,7,84,15,0,119,387,268,7,7,3,4,8,0,0,0,0,0,0
19,7,19,0,1,24,46,22,1,2,1,2,7,0,0,0,0,0,0
26,3,13,2,10,0,54,54,1,2,0,3,6,0,0,0,0,0,0
138,15,35,25,11,72,224,152,2,6,2,2,9,1,0,0,0,0,1
213,2,44,0,2,5,261,256,4,4,2,5,5,0,0,0,0,0,0
407,28,100,120,74,18,729,711,1,5,9,4,3,0,0,0,0,0,0
483,74,114,169,37,18,877,859,1,5,10,13,3,0,0,0,0,0,0
738,0,232,13,20,50,1003,953,2,3,5,7,7,0,0,0,0,0,0
502,12,109,16,6,90,645,555,2,7,2,10,6,0,0,0,0,0,0
11,0,5,2,1,1,19,18,1,1,0,3,7,0,0,0,0,0,0
24,1,108,29,29,14,191,177,1,4,1,4,8,0,0,0,0,0,0
1170,19,594,99,76,134,1958,1824,2,2,5,12,6,0,0,0,0,0,0
185,2,88,15,5,14,295,281,2,6,1,5,8,0,0,0,0,0,0
983,20,389,240,50,40,1682,1642,1,3,5,13,6,0,0,0,1,0,1
691,0,69,10,0,130,770,640,4,2,6,3,8,0,0,0,0,0,0
504,13,131,8,0,26,656,630,1,9,4,6,7,0,1,0,0,0,1
317,25,265,25,19,12,651,639,3,5,3,11,5,0,0,0,0,0,0
29,1,9,2,0,2,41,39,1,2,0,3,3,0,0,0,0,0,0
1396,0,322,46,35,17,1799,1782,1,4,9,4,6,0,0,0,0,0,0
529,0,356,63,28,0,976,976,3,6,7,11,3,0,0,0,0,0,0
388,14,218,91,14,21,725,704,1,4,3,13,2,0,0,0,0,0,0
13,2,21,4,0,24,40,16,2,1,1,2,8,0,0,0,0,0,0
28,0,4,0,0,0,32,32,1,1,0,3,5,0,0,0,0,0,0
16,36,21,20,62,108,155,47,1,4,1,3,8,0,0,0,0,0,0
1047,0,140,67,38,153,1292,1139,2,4,3,12,8,0,0,0,0,0,0
31,0,7,2,0,6,40,34,1,1,0,3,5,0,0,0,0,0,0
815,10,239,28,10,108,1102,994,2,10,4,12,6,0,0,0,0,0,0
225,162,387,106,36,29,916,887,1,5,10,8,3,0,0,0,0,0,0
493,70,324,146,40,84,1073,989,1,3,7,11,1,0,0,0,0,0,0
34,4,66,3,10,20,117,97,1,2,1,4,7,0,0,0,0,0,0
382,138,65,60,26,59,671,612,6,5,2,12,5,0,0,0,0,0,0
127,1,56,0,1,31,185,154,3,4,2,3,7,1,0,0,0,0,1
325,83,300,86,58,91,852,761,1,6,4,12,3,0,0,0,0,0,0
238,17,68,8,10,6,341,335,3,6,2,5,7,0,1,0,0,0,1
1168,92,408,72,129,55,1869,1814,1,5,6,7,1,0,0,1,0,0,1
284,0,55,0,6,52,345,293,4,6,2,5,8,0,0,0,0,0,0
1288,20,613,80,61,27,2062,2035,1,5,7,9,2,0,0,0,0,0,0
65,0,46,4,3,20,118,98,4,3,1,3,8,0,0,0,0,0,0
11,7,9,3,1,11,31,20,1,1,0,3,7,0,0,0,0,0,0
227,23,389,42,21,75,702,627,1,4,5,7,2,0,0,0,0,0,0
1035,134,670,25,38,0,1902,1902,1,6,3,10,3,0,0,1,1,0,2
27,1,12,2,0,10,42,32,2,2,0,3,7,0,0,0,0,0,0
982,73,351,56,14,175,1476,1301,1,2,4,6,5,1,0,0,0,0,1
179,2,64,38,17,58,300,242,1,5,1,6,5,0,0,0,0,0,0
1379,33,216,0,33,66,1661,1595,1,2,4,9,6,0,1,1,0,0,2
32,1,64,16,12,85,125,40,3,2,2,3,6,0,0,0,0,0,0
8,4,15,7,6,2,40,38,1,1,0,3,8,0,0,0,0,0,0
881,38,319,16,25,12,1279,1267,1,4,5,10,2,0,0,0,0,0,0
141,15,153,67,31,35,407,372,1,4,4,6,3,0,0,0,0,0,0
1000,155,379,224,17,120,1775,1655,1,4,8,4,8,0,0,0,0,0,0
206,10,67,30,27,71,340,269,6,4,1,8,6,0,0,0,0,0,0
162,61,83,97,57,61,460,399,4,4,3,8,5,0,0,0,0,0,0
619,54,260,127,54,54,1114,1060,1,4,7,5,1,0,0,0,0,0,0
456,4,24,0,0,9,484,475,7,8,2,6,7,0,1,0,0,0,1
112,6,92,3,9,38,222,184,2,3,2,5,4,0,0,0,0,0,0
11,3,22,2,2,6,40,34,2,2,0,3,6,0,0,0,0,0,0
172,12,112,8,0,15,304,289,4,6,1,5,7,0,0,0,0,0,0
78,0,11,0,0,7,89,82,1,2,1,3,5,0,0,0,0,0,0
464,151,292,65,60,30,1032,1002,1,8,3,4,4,0,0,1,0,0,1
99,4,32,37,54,6,226,220,2,2,1,7,2,0,0,0,0,0,0
19,3,19,4,5,26,50,24,3,3,0,3,7,0,0,0,0,0,0
1,9,8,11,3,22,32,10,3,3,0,3,8,0,0,0,0,0,0
63,10,83,7,19,19,182,163,2,4,1,4,7,0,0,0,0,0,0
252,3,42,4,3,102,304,202,2,4,5,3,6,0,0,0,0,0,0
1478,19,403,0,19,0,1919,1919,1,7,6,6,3,0,1,1,0,0,2
198,18,252,32,108,54,608,554,2,4,6,8,3,0,0,0,0,0,0
8,4,10,6,7,6,35,29,2,2,0,4,5,0,0,0,0,0,0
416,46,925,60,107,46,1554,1508,1,3,6,4,1,0,0,0,0,0,0
42,7,43,20,12,10,124,114,1,3,0,4,6,0,0,0,0,0,0
14,3,21,2,1,28,41,13,4,3,1,2,8,1,0,0,0,0,1
17,0,3,0,0,1,20,19,2,1,0,3,6,0,0,0,0,0,0
15,4,10,3,4,18,36,18,2,1,1,3,3,0,0,0,0,0,0
6,16,24,11,0,34,57,23,2,3,1,2,7,1,0,0,0,0,1
458,0,24,6,4,34,492,458,2,6,2,8,6,0,0,0,0,0,0
30,3,47,19,21,42,120,78,1,3,2,2,8,0,0,0,0,0,0
179,28,520,111,123,47,961,914,1,3,8,13,1,0,0,0,0,0,0
90,17,97,15,6,15,225,210,6,4,1,5,8,0,0,0,0,0,0
308,85,137,102,45,118,677,559,2,6,2,11,5,0,0,0,0,0,0
557,129,761,29,185,111,1661,1550,1,5,6,7,2,0,0,1,0,0,1
7,4,13,15,8,17,47,30,2,2,0,4,5,0,0,0,0,0,0
1492,38,287,50,57,33,1924,1891,1,5,10,4,6,0,1,1,1,1,4
30,8,12,8,8,12,66,54,1,2,0,4,5,0,0,0,0,0,0
249,153,940,58,134,38,1534,1496,0,6,6,7,2,0,0,0,0,0,0
465,25,132,136,0,37,758,721,2,8,3,13,4,0,0,0,0,0,0
129,129,259,168,121,83,806,723,5,6,3,12,4,0,0,0,0,0,0
174,18,81,28,6,24,307,283,3,3,2,7,3,0,0,0,0,0,0
189,2,29,3,2,40,225,185,2,3,2,5,4,0,0,0,0,0,0
747,10,161,65,40,42,1023,981,4,4,2,9,8,0,0,0,0,0,0
6,0,2,2,0,1,10,9,1,1,0,2,5,0,0,0,0,0,0
14,0,3,0,0,4,17,13,1,1,0,2,6,0,0,0,0,0,0
12,0,4,0,0,1,16,15,1,1,0,2,7,0,0,0,0,0,0
98,0,106,49,10,106,263,157,5,5,1,5,6,0,0,0,0,0,0
32,0,5,0,0,1,37,36,2,1,0,3,7,0,0,0,0,0,0
51,12,49,17,24,24,153,129,3,4,1,3,8,0,0,0,0,0,0
200,5,44,0,10,20,259,239,1,5,1,5,5,0,0,0,0,0,0
25,6,25,6,0,0,62,62,2,2,0,3,8,0,0,0,0,0,0
1050,12,144,0,0,24,1206,1182,3,6,4,8,5,0,1,0,1,1,3
117,0,22,13,0,30,152,122,3,4,1,3,7,0,0,0,0,0,0
9,4,17,10,2,7,42,35,4,3,0,3,8,0,0,0,0,0,0
56,0,11,0,0,8,67,59,2,2,0,4,5,0,0,0,0,0,0
145,13,46,17,2,4,223,219,6,4,2,4,7,0,0,0,0,0,0
203,0,10,0,0,2,213,211,5,3,1,6,6,0,1,0,0,0,1
270,3,27,39,6,99,345,246,7,7,1,5,8,0,0,0,0,0,0
9,0,16,6,6,10,37,27,1,1,0,3,8,0,0,0,0,0,0
37,12,23,8,11,52,91,39,1,2,1,3,7,0,0,0,0,0,0
46,0,7,0,0,2,53,51,2,2,0,3,6,0,0,0,0,0,0
31,1,13,7,2,9,54,45,4,2,1,4,4,0,0,0,0,0,0
1060,21,530,32,0,224,1643,1419,1,5,11,5,3,1,0,1,1,0,3
264,47,188,54,47,11,600,589,2,4,4,10,2,0,0,0,0,0,0
399,4,30,6,4,30,443,413,3,7,1,7,7,0,1,0,0,0,1
8,9,9,2,5,22,33,11,1,1,1,3,4,0,0,0,0,0,0
19,0,35,6,4,17,64,47,2,2,1,2,7,0,0,0,0,0,0
817,183,797,106,163,20,2066,2046,0,5,11,5,2,0,0,1,1,0,2
292,127,635,132,127,165,1313,1148,1,3,7,9,1,0,0,0,0,0,0
12,6,2,11,2,16,33,17,1,1,0,3,4,0,0,0,0,0,0
130,30,168,20,34,0,382,382,1,3,4,7,1,0,0,0,0,0,0
6,4,16,3,10,30,39,9,3,3,1,2,7,0,0,0,0,0,0
16,12,18,7,1,13,54,41,1,2,0,3,7,0,0,0,0,0,0
19,0,9,0,0,2,28,26,2,1,0,3,8,0,0,0,0,0,0
4,7,15,13,9,15,48,33,3,2,1,3,6,0,0,0,0,0,0
31,3,31,2,8,4,75,71,3,3,0,4,8,0,0,0,0,0,0
36,0,2,0,0,4,38,34,1,1,0,3,7,0,0,0,0,0,0
526,28,135,10,21,99,720,621,3,5,3,12,5,0,0,0,0,0,0
400,32,519,71,75,54,1097,1043,1,3,4,9,1,0,0,0,0,0,0
410,16,114,0,5,49,545,496,3,5,2,10,5,0,0,0,0,0,0
80,3,26,4,2,14,115,101,4,3,1,3,7,0,0,0,0,0,0
88,10,46,2,3,64,149,85,4,5,1,2,10,0,0,0,0,0,0
55,0,6,2,0,4,63,59,2,1,1,3,5,0,0,0,0,0,0
5,1,13,3,5,1,27,26,1,1,0,3,7,0,0,0,0,0,0
8,4,5,15,2,11,34,23,2,1,0,3,7,0,0,0,0,0,0
410,0,592,147,22,22,1171,1149,1,6,4,7,3,0,0,0,1,0,1
101,13,76,20,18,40,228,188,2,3,1,6,6,0,0,0,0,0,0
162,25,53,16,0,10,256,246,1,3,1,7,3,0,0,0,0,0,0
2,8,1,4,7,15,22,7,1,1,0,3,8,0,0,0,0,0,0
25,0,8,2,0,2,35,33,2,2,0,3,7,0,0,0,0,0,0
389,91,248,64,49,41,841,800,3,6,3,13,5,0,0,0,0,0,0
215,13,87,17,17,24,349,325,5,6,2,5,7,0,0,0,0,0,0
27,0,5,0,0,3,32,29,2,1,0,3,8,0,0,0,0,0,0
5,6,10,6,5,10,32,22,1,1,0,3,4,0,0,0,0,0,0
179,8,83,19,11,26,300,274,5,1,2,9,2,0,0,0,0,0,0
352,0,27,10,0,15,389,374,3,6,1,7,6,0,0,0,0,0,0
17,8,12,11,15,32,63,31,1,2,1,2,7,0,0,0,0,0,0
625,35,169,58,17,35,904,869,1,4,3,6,1,0,1,1,0,0,2
10,6,11,0,4,2,31,29,1,1,0,3,7,0,0,0,0,0,0
390,22,323,104,35,107,874,767,1,6,8,6,3,0,0,0,1,0,1
10,2,15,2,1,6,30,24,2,2,0,3,6,0,0,0,0,0,0
215,63,507,231,31,190,1047,857,1,8,4,7,3,0,0,0,0,0,0
1001,17,572,93,125,17,1808,1791,7,11,11,5,7,0,0,0,0,0,0
19,18,33,24,1,8,95,87,3,3,0,3,9,0,0,0,0,0,0
41,5,129,10,3,3,188,185,3,4,1,4,9,0,0,0,0,0,0
1181,107,199,39,30,30,1556,1526,2,7,3,13,8,0,0,0,0,0,0
603,45,207,36,18,54,909,855,1,3,4,6,1,0,0,0,0,0,0
129,129,259,168,121,83,806,723,5,6,3,12,4,0,0,0,0,0,0
10,24,15,13,1,30,63,33,1,2,1,3,7,1,0,0,0,0,1
514,22,732,42,198,79,1508,1429,1,6,7,7,3,0,0,0,0,0,0
14,0,1,0,0,1,15,14,1,1,0,2,7,0,0,0,0,0,0
387,20,713,38,54,163,1212,1049,1,9,11,11,5,0,0,0,0,0,0
121,103,69,8,44,48,345,297,1,4,2,7,4,0,0,0,0,0,0
965,69,279,54,41,69,1408,1339,5,8,4,9,7,0,0,0,0,0,0
707,21,250,85,43,73,1106,1033,2,6,2,8,2,1,0,0,0,0,1
571,50,142,33,50,159,846,687,4,4,5,13,2,0,0,0,0,0,0
586,66,653,17,0,26,1322,1296,1,5,9,6,2,0,0,0,0,0,0
1063,89,102,16,12,25,1282,1257,4,9,4,6,6,0,0,0,0,0,0
305,3,27,4,3,144,342,198,2,5,4,4,5,1,0,0,0,0,1
1200,105,758,0,42,147,2105,1958,1,4,2,6,2,0,1,1,0,0,2
163,2,40,8,11,11,224,213,7,3,1,6,6,0,0,0,0,0,0
1009,181,104,202,21,207,1517,1310,0,9,8,13,3,0,0,1,1,0,2
125,6,73,8,4,19,216,197,1,3,1,6,4,0,0,0,0,0,0
721,0,152,119,50,50,1042,992,3,7,6,12,4,0,0,0,0,0,0
315,4,62,41,31,146,453,307,2,7,1,7,5,0,0,0,0,0,0
1000,19,711,125,115,38,1970,1932,0,4,6,9,1,0,1,0,0,0,1
16,0,17,6,3,6,42,36,2,1,0,3,9,0,0,0,0,0,0
757,80,217,29,80,11,1163,1152,5,9,6,12,6,0,0,0,0,0,0
30,2,25,0,1,9,58,49,1,1,1,4,2,0,0,0,0,0,0
219,3,100,26,0,17,348,331,2,7,1,5,8,0,0,0,0,0,0
111,3,28,2,6,15,150,135,2,3,1,4,6,0,0,0,0,0,0
45,47,52,21,20,25,185,160,2,3,1,5,6,0,0,0,0,0,0
410,112,420,0,82,71,1024,953,1,9,3,13,4,0,0,0,0,0,0
100,1,39,6,1,76,147,71,4,3,2,3,6,1,0,0,0,0,1
509,0,65,7,11,5,592,587,4,7,2,9,6,0,0,0,0,0,0
3,6,5,0,2,6,16,10,1,0,0,3,7,0,0,0,0,0,0
445,53,213,104,98,151,913,762,1,6,4,13,4,0,0,0,0,0,0
2,2,11,41,7,11,63,52,1,2,0,3,8,0,0,0,0,0,0
4,1,11,6,2,2,24,22,1,1,0,3,6,0,0,0,0,0,0
6,1,7,23,4,19,41,22,1,1,1,2,8,0,0,0,0,0,0
14,0,3,0,0,3,17,14,1,1,0,2,7,0,0,0,0,0,0
1,10,11,19,3,15,44,29,2,2,0,3,6,0,0,0,0,0,0
26,0,6,0,0,2,32,30,1,1,0,3,8,0,0,0,0,0,0
111,16,37,7,9,18,180,162,3,3,1,5,3,0,0,0,0,0,0
418,61,428,80,51,10,1038,1028,3,7,8,10,5,0,0,0,0,0,0
327,9,122,19,14,83,491,408,5,5,2,9,6,0,0,0,0,0,0
371,159,194,58,106,141,888,747,4,4,3,6,3,0,0,0,0,0,0
275,59,107,69,101,59,611,552,2,6,4,8,4,0,0,0,0,0,0
789,0,142,12,9,38,952,914,2,2,4,8,8,0,0,0,0,0,0
1,1,5,0,3,1,10,9,1,1,0,2,8,0,0,0,0,0,0
1004,12,145,32,12,36,1205,1169,3,10,3,5,5,0,0,0,1,0,1
187,81,149,25,43,91,485,394,1,2,2,12,1,0,0,0,0,0,0
56,4,76,17,1,18,154,136,4,4,1,3,9,1,0,0,0,0,1
365,32,117,34,110,6,658,652,1,3,3,13,2,0,0,0,0,0,0
595,23,123,10,23,154,774,620,2,8,9,4,6,0,0,0,0,0,0
1132,134,384,175,134,115,1959,1844,1,11,5,13,7,0,0,0,0,0,0
34,11,137,179,61,45,422,377,1,8,1,5,8,0,0,0,0,0,0
116,6,82,6,6,41,216,175,2,3,1,6,5,0,0,0,0,0,0
565,32,435,28,32,54,1092,1038,1,2,8,6,1,0,0,0,0,0,0
372,18,126,47,48,78,611,533,2,5,2,11,4,0,0,0,0,0,0
899,102,838,133,102,40,2074,2034,1,5,6,10,2,0,0,0,0,0,0
760,40,480,0,40,26,1320,1294,1,3,5,12,1,0,0,1,1,0,2
260,86,559,63,9,67,977,910,1,4,6,4,2,0,0,0,0,0,0
459,0,24,6,0,4,489,485,6,4,5,7,6,0,1,0,0,0,1
466,0,224,119,49,99,858,759,1,5,3,4,2,0,0,0,0,0,0
67,15,80,17,11,80,190,110,3,1,4,4,3,0,0,0,0,0,0
2,0,7,3,7,10,19,9,1,1,0,3,6,0,0,0,0,0,0
67,1,20,0,2,31,90,59,3,2,2,2,7,0,0,0,0,0,0
92,4,18,3,3,6,120,114,1,2,1,4,3,0,0,0,0,0,0
4,2,11,2,0,4,19,15,1,1,0,2,6,0,0,0,0,0,0
20,1,28,3,3,2,55,53,3,2,0,3,8,0,0,0,0,0,0
273,11,178,62,83,29,607,578,2,8,4,6,6,0,0,0,0,0,0
434,22,388,104,22,34,970,936,1,10,7,10,4,0,0,0,1,0,1
321,11,309,33,26,34,700,666,3,9,3,5,4,0,0,0,0,0,0
212,123,177,15,64,23,591,568,2,8,2,8,4,0,0,0,0,0,0
909,12,278,0,12,242,1211,969,3,5,2,11,8,1,0,0,0,0,1
1184,32,352,21,16,16,1605,1589,1,3,4,7,1,0,1,1,1,0,3
112,19,21,16,14,5,182,177,3,4,1,4,7,0,0,0,0,0,0
656,80,455,52,107,93,1350,1257,2,8,4,8,4,1,0,1,0,0,2
23,0,8,6,2,18,39,21,1,1,1,3,2,0,0,0,0,0,0
537,6,42,16,6,30,607,577,2,9,3,6,8,0,0,0,0,0,0
712,0,45,0,0,191,757,566,3,2,4,5,7,1,0,0,0,0,1
23,1,13,2,2,18,41,23,1,1,1,2,7,1,0,0,0,0,1
1,3,4,2,2,6,12,6,1,1,0,2,8,0,0,0,0,0,0
664,58,83,32,0,66,837,771,4,7,5,10,5,0,0,0,0,0,0
6,10,21,19,14,42,70,28,2,2,1,3,6,0,0,0,0,0,0
299,5,201,21,21,49,547,498,3,5,4,8,4,0,0,0,0,0,0
99,13,66,43,8,4,229,225,3,4,1,5,7,0,0,0,0,0,0
749,40,294,121,160,147,1364,1217,1,3,2,5,1,0,0,0,0,0,0
345,25,501,63,138,80,1072,992,1,5,3,8,2,0,0,1,0,0,1
9,4,18,7,5,5,43,38,2,2,0,3,7,0,0,0,0,0,0
440,81,368,0,122,174,1011,837,6,11,5,9,6,0,0,0,0,0,0
8,2,5,3,0,3,18,15,1,1,0,2,7,0,0,0,0,0,0
670,9,249,0,28,9,956,947,2,5,4,5,4,0,0,0,0,0,0
524,0,134,28,28,155,714,559,1,11,1,8,7,0,0,0,0,0,0
6,0,6,2,1,1,15,14,2,1,0,3,7,0,0,0,0,0,0
597,166,597,172,166,249,1698,1449,1,5,6,4,3,0,0,0,0,0,0
7,0,12,13,7,32,39,7,5,4,1,2,9,1,0,0,0,0,1
54,0,7,0,0,4,61,57,1,2,0,3,6,0,0,0,0,0,0
445,25,706,80,76,48,1332,1284,1,6,5,12,2,0,0,0,1,0,1
294,142,218,164,58,151,876,725,1,3,8,11,1,0,0,0,0,0,0
292,3,77,10,3,26,385,359,7,6,3,5,7,0,0,0,0,0,0
412,22,132,59,28,183,653,470,1,11,6,8,4,0,0,1,0,0,1
8,0,3,0,0,0,11,11,1,0,0,3,5,0,0,0,0,0,0
349,4,78,6,0,43,437,394,8,7,2,6,8,0,0,0,0,0,0
328,9,124,12,24,109,497,388,7,4,2,10,3,0,0,0,0,0,0
